Column Name, P-value, KS Score, Group 1 Min, Group 1 Q1, Group 1 Median, Group 1 Q3, Group 1 Max, Group 2 Min, Group 2 Q1, Group 2 Median, Group 2 Q3, Group 2 Max
K07736, 0.0000026876245550200295, 0.9999999999999998, 0, 0, 0.0000161196261251, 0.0000264736117741, 0.0000451381650701, 0.0000466751467463, 0.0000724313728802, 0.000142713619985, 0.00023776487951, 0.000305004202844
K03296, 0.0000026876245550200295, 0.9999999999999997, 0.00209511072376, 0.00218376692092, 0.0023183601983, 0.00251441680727, 0.00307261575731, 0.000188508458643, 0.000670676719006, 0.00160047223466, 0.00194507543558, 0.00208935780116
K07533, 0.000016376669631279483, 0.9285714285714284, 0, 0.0000117774609947, 0.0000389043661572, 0.0000569449992926, 0.0000817770527818, 0.0000732349091368, 0.0000959299330367, 0.000162540242256, 0.000247318611383, 0.000352370880338
K12410, 0.000016376669631279483, 0.9285714285714284, 0.000176055646586, 0.000235731791405, 0.000248946263643, 0.000258509020719, 0.000273682160337, 0.000256568318179, 0.000282333518497, 0.000301290257434, 0.000320670684322, 0.000364647109272
K05349, 0.000016376669631279483, 0.9285714285714283, 0.00427051576244, 0.00442016942467, 0.00486566886, 0.00593179607195, 0.00947215727152, 0.00213285630733, 0.00259381817662, 0.00367898265572, 0.003860305312, 0.00536446636173
K00833, 0.000016376669631279483, 0.9285714285714283, 0.000147914546056, 0.000161244682711, 0.000177032396897, 0.000184174195664, 0.000245246232588, 0.0000155019180324, 0.0000769465212505, 0.000107194833312, 0.000138435835997, 0.000150409733479
K01547, 0.000016376669631279483, 0.9285714285714283, 0.00014616070106, 0.00020108443959, 0.00020952189384, 0.000216039002549, 0.000250108416247, 0.0000248586648412, 0.0000832022446685, 0.000123415064843, 0.000140472804921, 0.000212409422294
K00281, 0.000016376669631279483, 0.9285714285714283, 0.000135140909296, 0.00016167935424, 0.000173894283978, 0.000183010247209, 0.000209257378385, 0.0000128835162642, 0.0000651074235248, 0.000099983448422, 0.000115488904042, 0.000135370457821
K08600, 0.000019859008611677886, 0.9230769230769229, 0, 0.00000207331987462, 0.0000421462153613, 0.0000807007626194, 0.000209862789764, 0.000110103865988, 0.000155004327917, 0.00026858882943, 0.000742038051685, 0.00092527604177
K00825, 0.000019859008611677886, 0.9230769230769229, 0, 0, 0.00000269303065063, 0.0000255384516342, 0.0000856458366969, 0.0000431392607729, 0.0000502748929822, 0.0000930232470551, 0.000191890190547, 0.000565727196093
K04487, 0.000019859008611677886, 0.9230769230769229, 0, 0.0000225825218022, 0.000115849531061, 0.000202258638934, 0.000477054673971, 0.000367838988193, 0.000453853012415, 0.000645871750511, 0.00129676532598, 0.00173524540958
K11630, 0.000019859008611677886, 0.9230769230769229, 0, 0, 0.0000276830935578, 0.0000408704540741, 0.000136289503409, 0.000060905536352, 0.0000851347752614, 0.000138750211855, 0.00020600794416, 0.000477460949357
K06179, 0.000019859008611677886, 0.9230769230769229, 0, 0.00000253592055271, 0.0000204797438447, 0.0000383204117751, 0.0000769936690189, 0.0000479615892734, 0.0000821828986565, 0.000134984757719, 0.000210814731386, 0.000287858118399
K01739, 0.000019859008611677886, 0.9230769230769229, 0, 0, 0.0000479888048015, 0.0000743354789605, 0.000152970912111, 0.0000889307666378, 0.000150488091179, 0.000238926424455, 0.000385833458576, 0.000462467371704
K02521, 0.000019859008611677886, 0.9230769230769229, 0, 0.00000707402715549, 0.0000105124697623, 0.0000389085924021, 0.0000876144681392, 0.0000499269161454, 0.0000647084454077, 0.0000859538701359, 0.000123279925953, 0.000300226460759
K03287, 0.000019859008611677886, 0.9230769230769227, 0.00214849357125, 0.00239238404712, 0.00246989296223, 0.00262014381812, 0.00312471885949, 0.000233065848263, 0.000630736845006, 0.00152485282043, 0.00198122262202, 0.00226856524657
K01960, 0.000019859008611677886, 0.9230769230769227, 0.000711740795005, 0.000834491326387, 0.000913732811353, 0.00095078950109, 0.00104579214373, 0.000238034181577, 0.000318042421523, 0.000634653451408, 0.000717024212962, 0.000759586097197
K12340, 0.000019859008611677886, 0.9230769230769227, 0.00162511143407, 0.00182606421633, 0.00201625687634, 0.00219052439682, 0.00241468321253, 0.000181510312069, 0.000547716049501, 0.00129608369365, 0.0015925729863, 0.00174147645566
K00241, 0.000019859008611677886, 0.9230769230769227, 0.000840620516817, 0.00107663416966, 0.00110341962132, 0.001174629784, 0.00144742349387, 0.000121578915757, 0.000453236880439, 0.00085601411075, 0.000914211383119, 0.00100761202148
