Column Name, P-value, KS Score, Group 1 Min, Group 1 Q1, Group 1 Median, Group 1 Q3, Group 1 Max, Group 2 Min, Group 2 Q1, Group 2 Median, Group 2 Q3, Group 2 Max
CD.SRS301871, 5.374589662210383e-13, 0.7136182768283422, 0.0000668790879779037, 0.000283900109943276, 0.000472465776449021, 0.000886539191698843, 0.00544332046497171, 0, 0.00000975077791149592, 0.000030335726879192, 0.000189481685762918, 0.0182166623456017
CD.SRS301867, 5.374589662210383e-13, 0.7134018162350739, 0.000021695813553127, 0.00027894313613852, 0.000528502865503576, 0.000953393644009413, 0.00513582791579848, 0, 0, 0.0000158592645437165, 0.000194655046048325, 0.0144457269709598
CD.SRS301875, 5.374589662210383e-13, 0.7106866159073281, 0.0000439835013535825, 0.000299822902514863, 0.000485306912439641, 0.000839741609022601, 0.00549871163918068, 0, 0.00000431699600376605, 0.0000334341743237477, 0.000193605655120238, 0.0187196951634346
CD.SRS301877, 5.374589662210383e-13, 0.7041927981090342, 0.0000268694912703231, 0.000288797485215555, 0.000495870543013363, 0.000852425681050685, 0.00472887288172103, 0, 0, 0.0000336316024185584, 0.000195725896784126, 0.0153702837709854
CD.SRS301870, 5.374589662210383e-13, 0.692100059998751, 0.0000880233361693541, 0.000281186760856137, 0.000479323626338, 0.000830312758118267, 0.00432595901703471, 0, 0, 0.0000339339063224666, 0.000185257334004892, 0.0166572317585956
CD.SRS301873, 5.374589662210383e-13, 0.6850716281177329, 0.0000217019351001581, 0.000300075490097389, 0.000473856654091742, 0.000928791560324426, 0.00572251538174834, 0, 8.78743281012415e-7, 0.0000112991832286977, 0.000185162507563541, 0.0185701737162146
CD.SRS301876, 5.374589662210383e-13, 0.6827704631529844, 0.0000454664219710742, 0.00027712785065335, 0.000499219271110491, 0.000935366120744136, 0.00479444859728584, 0, 0, 0.00001676867780338, 0.000192352623279505, 0.0150557651092808
CD.SRS301872, 5.374589662210383e-13, 0.6805840658853166, 0.000062251463862341, 0.000305056588894899, 0.000504199350408871, 0.000832721175587452, 0.00482651123412365, 0, 0.00000118163697930421, 0.0000286492334556731, 0.000185252888650783, 0.0203900218504434
CD.SRS301865, 5.374589662210383e-13, 0.6805419359711922, 0.0000263015037858291, 0.00029115219767619, 0.000493651182521543, 0.000763351977943574, 0.00463589056327001, 0, 0.00000460827936941137, 0.0000355914732548863, 0.000181564079322294, 0.0200353467101032
LS004, 5.374589662210383e-13, 0.6805419359711922, 0.0000411826718983793, 0.000274082950036168, 0.000375274349985062, 0.000713463776084358, 0.00344856119470535, 0, 0.0000181913544557056, 0.0000500417916326474, 0.000188514189783869, 0.0170533877850317
LS002, 5.374589662210383e-13, 0.674624862169747, 0.000074953001251142, 0.000262096278100289, 0.000395008240925433, 0.000723169876519187, 0.00381691475534541, 0, 0.0000210919354796146, 0.0000546717737082723, 0.000190646983681509, 0.0154629066316335
CD.SRS301879, 5.374589662210383e-13, 0.6643161080094269, 0.0000910612639257028, 0.000278284739938881, 0.000466776458341604, 0.000746307234817907, 0.00419442243203849, 0, 0.0000016878193014358, 0.0000353826473891636, 0.000186205735788791, 0.016444149229033
CD.SRS301869, 5.374589662210383e-13, 0.6630783601874808, 0.0000523780725274683, 0.000245287322335627, 0.000440482505596871, 0.00085946165768546, 0.00507542812372387, 0, 0, 0.0000208670161576575, 0.000182271096833764, 0.0147311923586997
LS003, 5.374589662210383e-13, 0.6541279325688337, 0.0000625401293772551, 0.000259787189752547, 0.000394179372964721, 0.000739493831650882, 0.00361278316069987, 0, 0.0000237079066538196, 0.0000520038949397967, 0.000195239925153811, 0.015015737872775
CD.SRS301866, 5.374589662210383e-13, 0.6500006537399978, 0.0000195146813116921, 0.000290621403845873, 0.000447890435111737, 0.000745446948886993, 0.00472506957706666, 0, 0.0000028383694931131, 0.0000253275605764391, 0.000144625168923992, 0.0213078471384422
LS005, 5.374589662210383e-13, 0.6492495790640053, 0.0000346106500018293, 0.000280255806297864, 0.000392615441738979, 0.000765715219105669, 0.00467568377295262, 0, 0.00000665638188672702, 0.000037237337933715, 0.000177905522246713, 0.0183221513203288
LS007, 5.374589662210383e-13, 0.6491958271045882, 0.0000759986627430647, 0.000238665244296202, 0.000384264204738741, 0.000694525415659307, 0.00349514346882386, 0, 0.0000201656310695205, 0.0000545535149111317, 0.000191816008201302, 0.0180492359840951
HE.SRS013951, 5.374589662210383e-13, 0.6372411007819709, 0.00000896507714500938, 0.000212252597186924, 0.000330018088601456, 0.000598695130578518, 0.00524663575780485, 0, 2.12082425214893e-7, 0.0000322748382351757, 0.000183432696069544, 0.0183385855171642
HE.SRS016495, 5.374589662210383e-13, 0.6318528300406037, 0.00000190732527146659, 0.000258430071504889, 0.000341459668008136, 0.00067992037791002, 0.00541900297867912, 0, 0, 0.0000126520691041574, 0.000175503122697327, 0.0242760693849085
CD.SRS301868, 5.374589662210383e-13, 0.6268422757707558, 0.0000376977833054156, 0.00024939544105184, 0.0004423362019031, 0.000886672859347369, 0.00443301642979817, 0, 0, 0.0000198530713760012, 0.000180066140370303, 0.0153059303356829
CD.SRS301878, 5.374589662210383e-13, 0.6246500674804416, 0.00007035800291317, 0.000288783686178002, 0.0004630097323631, 0.00095253099336609, 0.00500761290808256, 0, 0, 0.0000103439192246819, 0.000196467739114606, 0.0155414332658445
HE.SRS014979, 5.374589662210383e-13, 0.6245658076521928, 0.0000050282165374918, 0.000224891227386068, 0.000308950377155545, 0.000648100462238885, 0.00396676196863113, 0, 0.00000212279062038454, 0.0000315153089605094, 0.000177254723489347, 0.0224725058142862
